codigo,codigo_pai,nome,situacao,nivel,tem_filhos,caminho
15258,15253,Reparação de Dano,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Concessão de Remissão a Adolescente com Extinção do Processo > Reparação de Dano
15259,15253,Advertência,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Concessão de Remissão a Adolescente com Extinção do Processo > Advertência
15260,218,Homologada a Remissão,A,4,True,Magistrado > Julgamento > Sem Resolução de Mérito > Homologada a Remissão
15261,15260,Justiça Restaurativa,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Homologada a Remissão > Justiça Restaurativa
15262,15260,Sem Medida Socioeducativa,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Homologada a Remissão > Sem Medida Socioeducativa
15263,15260,Liberdade Assistida,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Homologada a Remissão > Liberdade Assistida
15264,15260,Prestação de Serviços à Comunidade,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Homologada a Remissão > Prestação de Serviços à Comunidade
15265,15260,Reparação do Dano,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Homologada a Remissão > Reparação do Dano
15266,15260,Advertência,A,5,False,Magistrado > Julgamento > Sem Resolução de Mérito > Homologada a Remissão > Advertência
15322,973,Extinção da Pena - Cumprimento de Sursis,A,5,False,Magistrado > Julgamento > Com Resolução do Mérito > Extinção da Punibilidade ou da Pena > Extinção da Pena - Cumprimento de Sursis
15366,3,Acolhimento em Parte de Exceção de Pré-Executividade,A,3,False,Magistrado > Decisão > Acolhimento em Parte de Exceção de Pré-Executividade
15408,218,Não Conhecimento de Embargos de Declaração,A,4,False,Magistrado > Julgamento > Sem Resolução de Mérito > Não Conhecimento de Embargos de Declaração
15409,3,Não Conhecimento de Embargos de Declaração,A,3,False,Magistrado > Decisão > Não Conhecimento de Embargos de Declaração
15413,25,Ação Coletiva,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > Ação Coletiva
15414,14974,Ação Coletiva,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Ação Coletiva
15415,25,Incidente de Resolução de Demandas Repetitivas do TST,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > Incidente de Resolução de Demandas Repetitivas do TST
15416,14974,Suspensão/Sobrestamento por Incidente de Resolução de Demandas Repetitivas do TST,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Levantamento da Causa Suspensiva ou de Sobrestamento > Suspensão/Sobrestamento por Incidente de Resolução de Demandas Repetitivas do TST
15417,48,Migração de Sistema Eletrônico,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Migração de Sistema Eletrônico
15418,12765,Por Divergência de Entendimento com TST,A,4,False,Magistrado > Decisão > Envio para Juízo de Retratação  > Por Divergência de Entendimento com TST
15419,12765,Por Divergência de Entendimento com TNU,I,4,False,Magistrado > Decisão > Envio para Juízo de Retratação  > Por Divergência de Entendimento com TNU
15420,12198,Acolhimento de Proposta de Afetação,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Deliberado em Sessão > Acolhimento de Proposta de Afetação
15421,12198,Rejeição de Proposta de Afetação,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Deliberado em Sessão > Rejeição de Proposta de Afetação
15422,12198,Suspensão para Submissão de Proposta de Afetação,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Deliberado em Sessão > Suspensão para Submissão de Proposta de Afetação
15424,12477,Não Homologação de ANPP,A,4,False,Magistrado > Decisão > Não-Homologação > Não Homologação de ANPP
15425,25,Aguardando Apresentação ou Captura de Desertor,A,4,False,Magistrado > Decisão > Suspensão ou Sobrestamento > Aguardando Apresentação ou Captura de Desertor
15426,108,Captura ou Apresentação de Desertor,A,4,False,Magistrado > Decisão > Decretação de Prisão Criminal > Captura ou Apresentação de Desertor
15427,970,Audiência de Admoestação,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Audiência de Admoestação
15486,817,Medida Protetiva da Lei Maria da Penha,A,4,False,Magistrado > Decisão > Concessão > Medida Protetiva da Lei Maria da Penha
15487,888,Medida Protetiva da Lei Maria da Penha,A,4,False,Magistrado > Decisão > Concessão em parte > Medida Protetiva da Lei Maria da Penha
15488,968,Medida Protetiva da Lei Maria da Penha,A,4,False,Magistrado > Decisão > Não-Concessão > Medida Protetiva da Lei Maria da Penha
15489,157,Medida Protetiva da Lei Maria da Penha,A,4,False,Magistrado > Decisão > Revogação > Medida Protetiva da Lei Maria da Penha
15490,3,Prorrogação de Medida Protetiva da Lei Maria da Penha,A,3,False,Magistrado > Decisão > Prorrogação de Medida Protetiva da Lei Maria da Penha
15491,817,Medida Protetiva da Lei Henry Borel,A,4,False,Magistrado > Decisão > Concessão > Medida Protetiva da Lei Henry Borel
15492,888,Medida Protetiva da Lei Henry Borel,A,4,False,Magistrado > Decisão > Concessão em parte > Medida Protetiva da Lei Henry Borel
15493,968,Medida Protetiva da Lei Henry Borel,A,4,False,Magistrado > Decisão > Não-Concessão > Medida Protetiva da Lei Henry Borel
15494,157,Medida Protetiva da Lei Henry Borel,A,4,False,Magistrado > Decisão > Revogação > Medida Protetiva da Lei Henry Borel
15495,3,Prorrogação de Medida Protetiva da Lei Henry Borel,A,3,False,Magistrado > Decisão > Prorrogação de Medida Protetiva da Lei Henry Borel
15496,817,Medida de Proteção do Estatuto do Idoso,A,4,False,Magistrado > Decisão > Concessão > Medida de Proteção do Estatuto do Idoso
15497,888,Medida de Proteção do Estatuto do Idoso,A,4,False,Magistrado > Decisão > Concessão em parte > Medida de Proteção do Estatuto do Idoso
15498,968,Medida de Proteção do Estatuto do Idoso,A,4,False,Magistrado > Decisão > Não-Concessão > Medida de Proteção do Estatuto do Idoso
15499,157,Medida de Proteção do Estatuto do Idoso,A,4,False,Magistrado > Decisão > Revogação > Medida de Proteção do Estatuto do Idoso
15500,3,Prorrogação de Medida de Proteção do Estatuto do Idoso,A,3,False,Magistrado > Decisão > Prorrogação de Medida de Proteção do Estatuto do Idoso
15501,817,Medida de Proteção do Estatuto da Criança e do Adolescente,A,4,False,Magistrado > Decisão > Concessão > Medida de Proteção do Estatuto da Criança e do Adolescente
15502,888,Medida de Proteção do Estatuto da Criança e do Adolescente,A,4,False,Magistrado > Decisão > Concessão em parte > Medida de Proteção do Estatuto da Criança e do Adolescente
15503,968,Medida de Proteção do Estatuto da Criança e do Adolescente,A,4,False,Magistrado > Decisão > Não-Concessão > Medida de Proteção do Estatuto da Criança e do Adolescente
15504,157,Medida de Proteção do Estatuto da Criança e do Adolescente,A,4,False,Magistrado > Decisão > Revogação > Medida de Proteção do Estatuto da Criança e do Adolescente
15505,3,Prorrogação de Medida de Proteção do Estatuto da Criança e do Adolescente,A,3,False,Magistrado > Decisão > Prorrogação de Medida de Proteção do Estatuto da Criança e do Adolescente
15506,817,Medida de Proteção da Lei 13.431/2017,A,4,False,Magistrado > Decisão > Concessão > Medida de Proteção da Lei 13.431/2017
15507,888,Medida de Proteção da Lei 13.431/2017,A,4,False,Magistrado > Decisão > Concessão em parte > Medida de Proteção da Lei 13.431/2017
15508,968,Medida de Proteção da Lei 13.431/2017,A,4,False,Magistrado > Decisão > Não-Concessão > Medida de Proteção da Lei 13.431/2017
15509,157,Medida de Proteção da Lei 13.431/2017,A,4,False,Magistrado > Decisão > Revogação > Medida de Proteção da Lei 13.431/2017
15510,3,Prorrogação de Medida de Proteção da Lei 13.431/2017,A,3,False,Magistrado > Decisão > Prorrogação de Medida de Proteção da Lei 13.431/2017
15530,48,Iniciada Tramitação Interna do PIC do MP,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Iniciada Tramitação Interna do PIC do MP
15531,48,Finalizada Tramitação Interna do PIC no MP,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Finalizada Tramitação Interna do PIC no MP
15538,817,Menagem,A,4,True,Magistrado > Decisão > Concessão > Menagem
15539,15538,Menagem-Liberdade,A,5,False,Magistrado > Decisão > Concessão > Menagem > Menagem-Liberdade
15540,15538,Menagem-Prisão,A,5,False,Magistrado > Decisão > Concessão > Menagem > Menagem-Prisão
15541,968,Menagem,A,4,False,Magistrado > Decisão > Não-Concessão > Menagem
15542,157,Menagem,A,4,False,Magistrado > Decisão > Revogação > Menagem
15547,12264,Erro/Falha na Intimação,A,5,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Intimação > Eletrônica > Erro/Falha na Intimação
15548,12286,Erro/Falha na Citação,A,5,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Eletrônica > Erro/Falha na Citação
15561,11009,Envio para Juízo de Retratação,A,3,True,Magistrado > Despacho > Envio para Juízo de Retratação
15562,15561,Por Divergência de Entendimento com o STF,A,4,False,Magistrado > Despacho > Envio para Juízo de Retratação > Por Divergência de Entendimento com o STF
15563,15561,Por Divergência de Entendimento com o STJ,A,4,False,Magistrado > Despacho > Envio para Juízo de Retratação > Por Divergência de Entendimento com o STJ
15564,15561,Por Divergência de Entendimento com o TST,A,4,False,Magistrado > Despacho > Envio para Juízo de Retratação > Por Divergência de Entendimento com o TST
15565,15561,Por Divergência de Entendimento com a TNU,A,4,False,Magistrado > Despacho > Envio para Juízo de Retratação > Por Divergência de Entendimento com a TNU
15569,970,Para Homologação de Acordo de Não Persecução Penal,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Audiência > Para Homologação de Acordo de Não Persecução Penal
15579,968,Reabilitação Criminal,A,4,False,Magistrado > Decisão > Não-Concessão > Reabilitação Criminal
15580,817,Reabilitação Criminal,A,4,False,Magistrado > Decisão > Concessão > Reabilitação Criminal
15581,157,Reabilitação Criminal,A,4,False,Magistrado > Decisão > Revogação > Reabilitação Criminal
15582,968,Indulto,A,4,False,Magistrado > Decisão > Não-Concessão > Indulto
15583,968,Comutação,A,4,False,Magistrado > Decisão > Não-Concessão > Comutação
15585,48,Oficina de Pais,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Oficina de Pais
15587,3,Descumprimento de Medida Protetiva da Lei Henry Borel,A,3,False,Magistrado > Decisão > Descumprimento de Medida Protetiva da Lei Henry Borel
15589,378,Homologação de Cálculos,A,4,False,Magistrado > Decisão > Homologação > Homologação de Cálculos
15621,3,Negação de Seguimento ao Recurso Extraordinário (Tema RG),A,3,False,Magistrado > Decisão > Negação de Seguimento ao Recurso Extraordinário (Tema RG)
15622,3,Negação de Seguimento ao Recurso Especial (Tema Repetitivo),A,3,False,Magistrado > Decisão > Negação de Seguimento ao Recurso Especial (Tema Repetitivo)
15625,3,Devolução de Autos - Tema Repetitivo IAC do STJ,A,3,False,Magistrado > Decisão > Devolução de Autos - Tema Repetitivo IAC do STJ
15626,3,Devolução de Autos - Afetação de Tema de Repercussão Geral,A,3,False,Magistrado > Decisão > Devolução de Autos - Afetação de Tema de Repercussão Geral
15627,3,Devolução de Autos - Afetação de Tema Repetitivo,A,3,False,Magistrado > Decisão > Devolução de Autos - Afetação de Tema Repetitivo
15693,3,Negação de Seguimento a Recurso de Revista por Uniformização de Tese em Recurso Repetitivo,A,3,False,Magistrado > Decisão > Negação de Seguimento a Recurso de Revista por Uniformização de Tese em Recurso Repetitivo
15695,48,Remessa para Admissibilidade Recursal,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa para Admissibilidade Recursal
15696,48,Remessa ao Relator para Diligências,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa ao Relator para Diligências
15711,12522,Facilitador,A,3,True,Serventuário > Auxiliar da Justiça > Facilitador
15712,15711,Realização Frutífera de Procedimentos Restaurativos,A,4,False,Serventuário > Auxiliar da Justiça > Facilitador > Realização Frutífera de Procedimentos Restaurativos
15713,15711,Realização Infrutífera de Procedimentos Restaurativos,A,4,False,Serventuário > Auxiliar da Justiça > Facilitador > Realização Infrutífera de Procedimentos Restaurativos
15714,15102,Sessão Restaurativa - Pré-Encontro,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Sessão Restaurativa > Sessão Restaurativa - Pré-Encontro
15715,15102,Sessão Restaurativa - Encontro,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Sessão Restaurativa > Sessão Restaurativa - Encontro
15716,15102,Sessão Restaurativa Pós-Encontro,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Sessão Restaurativa > Sessão Restaurativa Pós-Encontro
15717,1013,Derivação para a Justiça Restaurativa,A,4,False,Magistrado > Decisão > Determinação > Derivação para a Justiça Restaurativa
15718,48,Remessa para a Justiça Restaurativa,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Remessa para a Justiça Restaurativa
15719,48,Recebido na Justiça Restaurativa,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Recebido na Justiça Restaurativa
15721,12284,Citação Realizada,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Citação Realizada
15725,48,Cientificação sobre Ausência de Localização do Devedor ou de seus Bens,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Cientificação sobre Ausência de Localização do Devedor ou de seus Bens
15726,12284,Citação Expedida,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Citação Expedida
15727,12284,Citação Não Realizada,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Citação > Citação Não Realizada
15728,12263,Intimação Realizada,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Intimação > Intimação Realizada
15729,12263,Intimação Expedida,A,4,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Intimação > Intimação Expedida
15730,48,Acompanhamento de Medida Protetiva de Urgência - Lei Maria da Penha,A,3,False,Serventuário > Escrivão/Diretor de Secretaria/Secretário Jurídico > Acompanhamento de Medida Protetiva de Urgência - Lei Maria da Penha
